Donor_ID,char,char type [arbitrary],Bulk Density (Mg/m-3),BET_Surf_Area_(m2/g),DFT_Cum._Surf_Area_(m2/g),pH,EC_(uS),C_tot_avg,N_tot_avg,C_tot_to_N_(w/w),Ash_avg,Fixed_Carbon_avg,volatile_mass,CEC_(mmol/kg),exchg_Ca_(mmol/kg),exchg_K_(mmol/kg),exchg_Mg_(mmol/kg),exchg_Na_(mmol/kg),exchg_P_(mmol/kg),Ca_(mg/kg),K_(mg/kg),Mg_(mg/kg),Na_(mg/kg),15N,Temp.,Yield_(w/w),Moisture_105avg,labile_mass_avg,Fixed_Carbon_avg,Ash_Free_Mass_avg,Volatiles_avg,Corg_(w/w),Cinorg,N_tot_(w/w),H_tot_(w/w),O_ult,Oc_[A_ Si_Fe],Oc_[Al_Si_Fe_Ca],Oc_[Al_Si_Fe_Cinorg],Oc_[Cinorg],mg_Al2O3_O_per_kg_char,mg_SiO2_O_per_kg_char,mg_Fe2O3_O_per_kg_char,mg-CaCO3-O/kg char,Corg_to_N_(w/w),Ctot_to_N_(mol_to_mol),Htot_to_Ctot_(molar),Oult_to_Ctot_(molar),Htot_to_Corg_(molar),Oult_to_Corg_(molar),Oc_[Al_Si_Fe]_to_Corg_(molar),Oc_[Al_Si_Fe_Ca]_to_Corg_(molar),Oc_[Al_Si_Fe_Cinorg]_to_to_Corg_(molar),Oc_[Cinorg]_to_Corg_(molar),pHKCl4.5_avg,P_avg,S_avg,Fe_avg,Mn_avg,Zn_avg,Cu_avg,Mo_avg,B_avg,Ni_avg,Cr_avg,Co_avg,As_avg,Cd_avg,Pb_avg,Al_avg,Ba_avg,Cd2_avg,Fe2714_avg,K4047_avg,Se_avg,Si_avg,Sr_avg,Ti_avg,V_avg,Y_avg,BJH_Pore_Vol_(cc/g),DFT_Pore_Vol_(cc/g),Decomposition_36_month_perc_remaining,,,,
MIR054,Frye Poultry S-5,ash,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.881954649,-0.01394825,0.131993601,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,0.012812279,0.181222189,-0.118160093,0.118045351,1.118160093,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
MIR055,Hazelnut Shells 300°C,woody,0.336,1.3,224,6.35,38,0.699,0.0054,159,0.0198,0.4923,0.4879,59,10,5,bd,bd,397,3726,5166,790,471,2.95,300,0.448,0.040644128,-0.006608494,0.502220385,0.980223396,0.497779615,0.698569795,0.000149679,0.002364274,0.038994091,0.237135632,0.237004569,0.034401107,0.236405854,0.236536918,83.71035841,7.605878108,39.74740195,4461.920769,129.9858519,151.6200502,0.664999805,0.254751643,0.665142291,0.254806227,0.254665397,0.036964568,0.254022068,0.254162898,#DIV/0!,396.6010037,262.6698082,92.49551663,19.82895128,14.0964869,20.58967069,-0.587267628,10.81570566,0.633027011,0.765433099,0.225082609,-0.990673486,-0.115608635,-2.834227414,94.10439458,21.62023086,0.049482682,91.62046763,4374.121981,-3.1631238,6.676534877,31.34521142,2.324081603,0.304619466,0.015119419,0.0006,0.04,,,,,
MIR056,Hazelnut Shells 350°C,woody,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.713232569,0.004684236,152.2622932,0.012016177,0.426841397,0.561142427,67.51626016,13.02545699,12.45017967,-1.434094515,-1.905423509,,2579.582896,4142.080728,496.2028883,311.3293707,,350,0.384,0.044182013,0.006985689,0.432032779,0.987983823,0.567967221,0.731251423,-0.018018855,0.002036514,0.037399117,0.232667902,0.23263388,0.034275774,0.304709299,0.304743321,36.1791119,-26.56413974,24.4069581,3089.320833,156.1089938,177.5660254,0.624821176,0.244865913,0.609424882,0.238832142,0.238797219,0.035183867,0.312782184,0.312817107,#DIV/0!,278.5017194,136.0313815,56.79702541,30.32427987,13.47147725,9.741179547,0.817581077,9.795758142,0.75572001,0.367740461,0.340954561,0.005273787,0.085566833,1.388600883,40.67135162,12.09887666,0.089078135,58.04049472,3177.782143,4.060003186,-23.31833391,20.2227028,2.157028525,0.03466125,-0.010812117,#DIV/0!,#DIV/0!,,,,,
MIR057,Hazelnut Shells 400°C,woody,0.411,1.6,493,7.66,14.2,0.758,0.0051,158,0.0169,0.5483,0.4348,102,11,18,1,1,298,2821,4285,554,488,1.88,400,0.343,0.052379859,0.014272532,0.55768733,0.983117492,0.440503894,0.772025733,-0.014436875,0.001205256,0.033184711,0.187375284,0.187332243,0.029762852,0.245079744,0.245122785,24.9538662,5.446553601,12.64091675,3378.818236,155.3796967,177.8130285,0.521951354,0.185652905,0.512190867,0.182181197,0.182139349,0.028937819,0.238286077,0.238327925,#DIV/0!,298.1679876,161.7021727,29.41646668,13.4546302,10.11515299,9.352853704,0.326532864,9.872587746,0.047299698,0.121269673,0.242320197,-0.293459554,0.076265306,0.218188948,28.05230459,12.59833653,0.029922316,26.17697522,4586.55212,0.839895651,4.781052833,21.68555294,0.686161715,0.101522854,-0.044225428,0.002,0.09,,,,,
MIR058,Hazelnut Shells 450°C,woody,,2.3,487.2,#DIV/0!,#DIV/0!,0.784586775,0.004596679,170.6855815,0.012845678,0.517163742,0.46999058,116.9478442,18.99780903,39.90121864,4.314049928,4.314049928,,2598.099555,4747.73978,489.855704,243.6287914,,450,0.327,0.037759407,0.001042609,0.523893509,0.987154322,0.476106491,0.793737013,-0.009150237,0.002230433,0.029482613,0.168488255,0.16847692,0.026359781,0.205077869,0.205089205,18.62285697,-22.23399214,14.94672414,3111.496473,172.6762008,199.0509907,0.447765415,0.16119504,0.442603555,0.159336776,0.159326056,0.024928043,0.193939017,0.193949736,#DIV/0!,276.6548317,568.2893369,34.78227263,25.77023953,5.162247964,10.2475393,-0.435893449,10.86036566,-0.544901416,-0.204336614,-0.058771733,-2.439882137,-0.17541451,-4.627566169,20.93519504,11.07077415,-0.090016663,30.61763926,577.1867757,-1.256166764,-19.51727623,19.63621794,0.962951102,-0.225393496,-0.159269134,0.003,0.09,,,,,
MIR059,Hazelnut Shells 500°C,woody,0.464,3.8,521,8.6,10.6,0.801,0.0051,177,0.0194,0.6088,0.3719,118,21,41,4,3,275,2693,4297,494,447,3.48,500,0.319,0.046069238,#DIV/0!,0.62078151,0.980647825,0.37921849,0.806296039,-0.005811638,0.002009125,0.030195576,0.145388319,0.145328909,0.026910431,0.16857546,0.16863487,35.39656802,11.99012566,12.02289056,3225.735467,176.0652985,203.8447927,0.44948584,0.136332584,0.446246026,0.135349923,0.135294615,0.02505239,0.156936099,0.156991407,#DIV/0!,274.6047925,152.3863267,27.97826825,15.21163811,13.06008354,9.504904231,-0.107798825,10.92538574,-0.260721427,0.190542903,0.219433565,-0.882952041,0.103234117,0.588794245,39.79164188,10.36262634,0.060458942,27.1099645,4305.834414,0.558111998,10.52508218,19.55324992,2.435909561,0.102042716,-0.029527476,0.009,0.09,,,,,
MIR060,Hazelnut Shells 550°C,woody,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.839355155,0.004701949,178.5121635,0.014347513,0.568722227,0.41693026,103.254878,14.09633322,29.25007949,1.682731545,-1.385382205,,2823.047023,5120.6951,563.45867,385.6543757,,550,0.305,0.031938326,0.002157547,0.577000753,0.985652487,0.422999247,0.845850589,-0.006495434,0.001681599,0.026568275,0.115027108,0.114998551,0.023158823,0.140980287,0.141008844,24.09956148,-17.56013847,22.0176136,3380.894638,179.8935978,208.1782345,0.377175218,0.102867329,0.374278824,0.102077393,0.102052051,0.02055161,0.125108772,0.125134114,#DIV/0!,347.7928631,128.2658381,51.23682164,29.26297547,12.48626069,10.779004,-0.082687665,11.42881281,0.135423827,0.027388129,0.1285689,0.079707444,-0.007085451,3.173924596,27.0919237,11.26900935,0.004412699,52.16076882,4072.815235,-1.410258737,-15.41450905,21.48909362,1.37717254,0.13168471,0.020427186,#DIV/0!,#DIV/0!,,,,,
MIR061,Hazelnut Shells 600°C,woody,0.449,0.9,632,8.85,18.8,0.841,0.0052,181,0.0218,0.6819,0.2963,56,12,27,2,0,329,3262,5162,587,407,3.53,600,0.293,0.043159452,#DIV/0!,0.697068174,0.978203909,0.302931826,0.879390744,-0.038308439,0.001990006,0.023148557,0.109384017,0.109324366,0.019182526,0.262558124,0.262617774,26.58297098,14.81064422,18.2565765,3906.381042,191.6288592,213.7396173,0.327952537,0.097619908,0.313666112,0.093367343,0.093316427,0.016373704,0.224112766,0.224163682,#DIV/0!,329.1835778,173.0856074,42.48457489,21.35374291,20.45234469,9.917872251,0.444327492,6.187148449,1.22708178,2.610444515,0.208856571,0.010662985,0.056335959,1.491657183,29.88368988,12.67929011,-0.015088611,42.10784816,5061.565157,-0.978964908,13.00096863,21.76060355,-0.348730437,0.23848606,-0.032848912,0.003,0.1,,,,,
MIR062,Iowa Corn 500°C,annual,,#DIV/0!,#DIV/0!,#DIV/0!,1019,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.283312803,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,11383.71593,10101.05072,5059.050852,413.1661726,,500,,0.039318054,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4526.983006,530.430893,2453.35205,13633.19273,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1768.501487,247.728741,5709.154666,319.6936698,52.48759517,36.41110143,5.646494229,14.89143391,16.40323743,24.50516487,2.840182962,2.397385137,0.24170527,5.309032375,5089.083396,83.53884149,0.15936833,5154.042981,9919.205876,-1.110539689,465.6188683,26.24619198,98.75037151,14.29137059,2.305444656,#DIV/0!,#DIV/0!,,,,,
MIR063,Iowa Corn 500°C pressurized,annual,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.215478801,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,500,,0.017340215,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
MIR064,Japanese Golf Course,annual,,#DIV/0!,#DIV/0!,#DIV/0!,883,#DIV/0!,#DIV/0!,#DIV/0!,0.088342595,0.677120478,0.234536926,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,1317.078438,10794.00044,1407.047108,1539.140741,,,,0.037544858,0.00858,0.742735675,0.911657405,0.257264325,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3312.959004,197.2583404,2921.112519,1577.339447,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,506.8456535,744.9555572,6797.672257,73.94681206,19.47488771,30.38943196,-0.686678102,8.135836322,5.667285849,5.475870079,2.280054596,0.411913611,1.523914446,6.400531493,3724.31808,5.781293312,1.369053639,5944.419109,10756.49868,-0.251350996,173.155837,12.92845583,163.0024649,11.88453503,0.970266604,#DIV/0!,#DIV/0!,,,,,
MIR065,Kate's Wetland,annual,,#DIV/0!,#DIV/0!,#DIV/0!,81.8,#DIV/0!,#DIV/0!,#DIV/0!,0.385540718,0.298871177,0.315588105,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,2912.115803,1775.654348,254.6877016,208.268578,,450,,0.017948422,0.004862237,0.486397041,0.614459282,0.513602959,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,442.5571844,84.46391853,203.5233965,3487.563836,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,72.8006952,70.02781354,473.615904,74.27493632,3.773341612,10.07937365,1.056586185,9.368200928,5.491397813,32.91705115,0.367314771,1.1284113,0.886005949,-3.841741914,497.5080348,32.09620342,0.714647464,472.2286776,1538.27544,-2.80551814,74.14348349,13.67958956,3.103884216,0.394432823,0.259333878,#DIV/0!,#DIV/0!,,,,,
MIR066,Kuikui (carbonized) 950°C,woody,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,950,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
MIR068,Macadamia Nut (non-carbonized),woody,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.006858431,0.293057885,0.700083685,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,0.032197087,0.025238517,0.295081682,0.993141569,0.704918318,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
MIR069,Musgrave,,,#DIV/0!,#DIV/0!,#DIV/0!,1537,0.291016056,0.003023434,96.25347477,0.641879248,0.101208719,0.256912034,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,0.03862618,#DIV/0!,0.282610594,0.358120752,0.717389406,#DIV/0!,#DIV/0!,6.67117E-05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,112.2493731,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
MIR070,Oak 300°C,woody,0.264,nd,163,4.25,11.6,0.639,0.0013,520,0.0035,0.3852,0.6113,414,4,6,1,3,6,752,725,46,297,bd,300,0.451,0.036034849,0.013389474,0.386532649,0.996544951,0.613467351,0.639370073,-6.91501E-05,0.000279024,0.048149547,0.307787092,0.30777462,0.047236823,0.30805122,0.308063693,4.123249663,6.119713668,2.229440328,900.2515213,489.0436848,570.2538021,0.897454496,0.361383314,0.897357433,0.361344229,0.361329586,0.055456365,0.361654317,0.36166896,#DIV/0!,5.951285501,78.1816178,5.18809343,11.61404981,5.092713158,17.1168841,1.344169369,2.453278555,0.103207107,0.037519123,0.178977618,1.216436439,-0.074839621,4.788787388,4.635219829,17.82738128,-0.045825882,3.732850825,874.5019324,0.213724933,5.371961154,5.875651396,-0.279686544,0.025988312,-0.040962409,#DIV/0!,#DIV/0!,88.07260357,10.38917908,,,
MIR003,Oak 350°C,woody,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.749225417,0.001645793,455.2368581,0.010945712,0.381379836,0.607674452,294.2183481,20.56627827,10.97277767,0.014256325,0.754507198,,1096.614447,1147.114669,41.16080723,338.8445867,,350,0.361,0.034403362,0.004465039,0.385600508,0.989054288,0.614399492,0.748134011,0.001091407,0.000358268,0.034437624,0.203745454,0.203076412,0.032455272,0.198710786,0.199379827,63.67239807,-18.93648341,624.3056483,1313.310715,454.5737085,530.8904643,0.547704419,0.204126058,0.548503431,0.204423845,0.203752576,0.032563335,0.199372414,0.200043683,#DIV/0!,11.09241454,182.3106836,1452.811269,23.15905418,109.0450575,120.0787441,1.87464818,1.693250528,9.102311894,14.5461706,0.596088992,0.367323559,0.274540715,20.66464217,71.5783875,30.06896984,0.272328821,2562.803604,956.9415793,1.347572247,-16.62268184,8.574396257,1.259634612,0.190322476,-0.002451825,#DIV/0!,#DIV/0!,92.65369036,19.14681114,,,
MIR071,Oak 400°C,woody,0.241,3.5,450,4.58,7.6,0.788,0.0017,468,0.0078,0.583,0.4093,261,6,3,1,3,5,1061,1462,61,321,bd,400,0.288,0.044776273,0.011485908,0.587552889,0.992249534,0.412447111,0.75493439,0.032579539,0.000317682,0.03242731,0.170594195,0.170507043,0.031070089,0.040188889,0.04027604,10.4133778,4.051134712,72.68686663,1270.068958,440.4259155,535.7835896,0.490657269,0.162603178,0.511831807,0.169620392,0.169533738,0.030892732,0.039959478,0.040046132,#DIV/0!,5.319368258,85.92113414,169.1483959,15.45688794,32.63671898,24.5949754,0.197968286,7.338152292,1.175436188,0.171821504,0.057574481,-0.02214519,0.184249725,1.469121147,11.70637221,26.79510284,0.003232553,171.2026091,1932.415578,-1.826873704,3.55613669,8.511577952,-0.144549889,0.176653361,-0.043375147,0.001,0.09,93.21098344,20.85501098,,,
MIR072,Oak 450°C,woody,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.850518001,0.001811029,469.6325742,0.005858375,0.55016647,0.443975155,95.08,4.184550192,1.796933005,0.274456575,2.355631028,,1023.475917,1663.652534,25.17872029,229.231724,,450,0.276,0.029664274,0.001111859,0.553408545,0.994141625,0.446591455,0.837418907,0.013099094,0.000284105,0.029512199,0.112300396,0.112220122,0.028206204,0.059823745,0.05990402,29.51783114,-18.90935159,69.66618735,1225.71966,462.3996158,547.6785347,0.413469632,0.09911076,0.419937217,0.100661072,0.100589118,0.025282785,0.05362334,0.053695295,#DIV/0!,42.77882636,74.30715805,162.1190235,23.93605935,22.98373185,48.65984188,0.982921705,-0.322212892,1.495568731,0.69818103,0.066647666,-0.035219281,0.100061472,8.002801266,33.18296184,36.69825474,-0.001580257,164.3954365,1485.311277,0.685402235,-16.59886519,8.803548886,1.789923866,0.067839439,0.062710796,#DIV/0!,#DIV/0!,94.23733683,7.71711826,,,
MIR073,Oak 500°C,woody,0.197,1.5,600,5.78,4.8,0.839,0.0018,474,0.0372,0.6558,0.307,147,5,4,0,3,5,1538,1171,57,330,bd,500,0.252,0.022582586,#DIV/0!,0.681156202,0.962810803,0.318843798,0.85334083,-0.014218981,0.000275636,0.02623721,0.0955854,0.095549969,0.024359754,0.152425893,0.152461324,15.79163453,12.60993964,7.029466007,1842.025463,457.2259634,524.3253972,0.372578844,0.085504615,0.366370667,0.084079875,0.084048709,0.021427593,0.134078532,0.134109698,#DIV/0!,4.85622402,100.3056058,16.35815319,21.77927536,10.72644403,33.70513096,-0.606551639,6.382874444,0.419250323,1.093622785,-0.024864997,-0.456825761,0.082492035,19.52449858,17.75242915,34.83873753,-0.014963262,13.84757474,830.8767582,2.534324232,11.06916264,11.80033218,-1.014510099,0.005971731,-0.043292213,0.1,0.1,89.96847637,10.9921899,,,
MIR004,Oak 550°C,woody,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.877694661,0.002281893,384.6344539,0.005820414,0.60881027,0.385369316,52.47,7.74597869,3.845964331,1.562161819,2.686463158,,1608.824122,1274.020565,41.48806896,277.2140237,,550,0.261,0.02929507,0.001052747,0.612374543,0.994179586,0.387625457,0.879133487,-0.001438827,0.000345292,0.024121425,0.090081608,0.089922405,0.022035487,0.095677712,0.095836914,48.42200843,-28.13507579,138.9154133,1926.735476,385.2649946,448.5549889,0.327480208,0.077039898,0.32694424,0.076913811,0.07677788,0.018814421,0.081691897,0.081827828,#DIV/0!,29.26341412,99.66277388,323.2677431,27.42488571,15.10089925,25.81667784,0.835494857,-4.540843851,1.226637228,0.901180767,0.073685406,-0.659117848,0.110566277,5.472752519,54.43440781,27.2356753,-0.012998815,324.4862821,1301.854951,0.820628029,-24.69732121,14.74734276,-0.761141529,0.122428722,0.029764617,#DIV/0!,#DIV/0!,101.5017077,20.04688723,,,
MIR074,Oak 600°C,woody,0.208,0.7,635,6.38,4.8,0.876,0.0017,510,0.0131,0.7116,0.2753,126,7,5,1,3,bd,1210,2061,100,52,bd,600,0.222,0.020107882,#DIV/0!,0.721020762,0.986882284,0.278979238,0.855462528,0.020389313,0.000261412,0.02452574,0.084713646,0.084575315,0.022938256,0.003018062,0.003156393,150.0156216,-79.70760595,68.02300847,1449.152378,477.6300493,570.2808732,0.333669898,0.072601526,0.341622672,0.07433193,0.074210551,0.020127157,0.002648196,0.002769574,#DIV/0!,-46.96761286,136.611547,158.2952093,22.94282323,22.60298695,327.4469236,-0.600249174,-6.869669201,3.658937234,0.904932871,0.195365535,0.069873555,0.111742406,19.8317001,168.6425613,34.25149668,-0.015438902,159.6171853,2037.739494,0.387961158,-69.96833285,10.55712427,2.484818128,0.202259575,-0.020948679,0.007,0.095,98.34516244,8.751744096,,,
MIR075,Paper Mill Waste 300°C,ash,0.23,6.72,nd,7.44,71.6,0.212,0.0009,234,0.5035,0,0.4965,83,1046,0,17,6,827,258128,2783,2428,256,bd,300,0.672222222,0.014052085,0.017246694,-0.016869765,0.493156547,1.016869765,0.143087192,0.068513332,0.002796411,0.010198009,0.268675031,0.260271662,-0.307340272,-0.013781665,-0.005378296,6405.594226,161.1352048,1836.639793,309134.9116,53.331362,91.97422986,0.574280683,0.953089303,0.849259054,1.409449671,1.365366207,-1.612284715,-0.072297611,-0.028214147,7.925,827.186582,311.5837159,4274.013851,136.1006578,25.7075545,17.83307459,0.703220125,1.088579599,7.087746729,8.211514681,2.273667801,0.252982889,-0.002115624,1.62105022,7200.955509,37.24418725,-0.157954105,3937.639869,3467.776202,-4.563357675,141.446497,149.4588998,130.1784604,7.3031279,3.037092936,0.0167,#DIV/0!,,,,,
MIR076,Paper Mill Waste 400°C,ash,0.269,8.01,nd,8.18,63,0.2,0.0011,185,0.5458,0.0123,0.442,62,1210,5,22,9,830,266234,3279,2831,453,bd,400,0.609375,0.005999952,0.011487216,0.027017042,0.454249513,0.972982958,0.110696608,0.089389435,0.003022993,0.008626706,0.242638361,0.233369473,-0.319485224,-0.124188269,-0.114919381,6968.733619,183.8211195,2116.333246,318843.0416,38.19226998,80.50548326,0.513752252,0.910260487,0.928616126,1.645311651,1.58246005,-2.166404191,-0.842110887,-0.779259286,8.21,829.9584372,279.6300979,4924.883825,147.9232478,31.38206989,17.36299907,0.955168106,1.294171912,10.13382975,8.21660445,2.286579113,2.636489057,0.183955288,6.74524353,7834.018043,39.45489979,-0.121782589,4493.143531,5257.461167,0.965971011,161.3604765,159.191712,112.7794644,6.911577017,3.482606193,0.0183,#DIV/0!,,,,,
MIR077,Paper Mill Waste 500°C,ash,0.315,12.3,nd,9.28,25.2,0.192,0.0007,258,0.5745,0.0003,0.4252,29,905,1,19,6,818,289226,3339,2739,295,bd,500,0.603333333,0.005906691,-0.001139659,0.000651688,0.425510129,0.999348312,0.098991615,0.092643499,0.002610361,0.004532503,0.227010592,0.21781972,-0.351036547,-0.152754278,-0.143563406,6965.408365,165.3995692,2060.06404,346378.178,42.45069841,95.83607712,0.281830873,0.889188948,0.54558855,1.721356157,1.651664413,-2.661809371,-1.158291838,-1.088600095,9.355,817.5376399,227.4782542,4793.940694,152.0027536,33.62391152,17.62725177,1.505846042,4.701144167,9.261783056,8.506027848,2.407774756,1.475443253,0.169217688,12.04707425,7830.279903,42.57741058,-0.022661677,4385.322773,5265.424346,0.680960395,145.1898093,167.6920133,109.2272472,7.06126011,3.416989948,0.0218,#DIV/0!,,,,,
