Donor_ID,char,char type [arbitrary],Bulk Density (Mg/m-3),BET_Surf_Area_(m2/g),DFT_Cum._Surf_Area_(m2/g),pH,EC_(uS),C_tot_avg,N_tot_avg,C_tot_to_N_(w/w),Ash_avg,Fixed_Carbon_avg,volatile_mass,CEC_(mmol/kg),exchg_Ca_(mmol/kg),exchg_K_(mmol/kg),exchg_Mg_(mmol/kg),exchg_Na_(mmol/kg),exchg_P_(mmol/kg),Ca_(mg/kg),K_(mg/kg),Mg_(mg/kg),Na_(mg/kg),15N,Temp.,Yield_(w/w),Moisture_105avg,labile_mass_avg,Fixed_Carbon_avg,Ash_Free_Mass_avg,Volatiles_avg,Corg_(w/w),Cinorg,N_tot_(w/w),H_tot_(w/w),O_ult,Oc_[A_ Si_Fe],Oc_[Al_Si_Fe_Ca],Oc_[Al_Si_Fe_Cinorg],Oc_[Cinorg],mg_Al2O3_O_per_kg_char,mg_SiO2_O_per_kg_char,mg_Fe2O3_O_per_kg_char,mg-CaCO3-O/kg char,Corg_to_N_(w/w),Ctot_to_N_(mol_to_mol),Htot_to_Ctot_(molar),Oult_to_Ctot_(molar),Htot_to_Corg_(molar),Oult_to_Corg_(molar),Oc_[Al_Si_Fe]_to_Corg_(molar),Oc_[Al_Si_Fe_Ca]_to_Corg_(molar),Oc_[Al_Si_Fe_Cinorg]_to_to_Corg_(molar),Oc_[Cinorg]_to_Corg_(molar),pHKCl4.5_avg,P_avg,S_avg,Fe_avg,Mn_avg,Zn_avg,Cu_avg,Mo_avg,B_avg,Ni_avg,Cr_avg,Co_avg,As_avg,Cd_avg,Pb_avg,Al_avg,Ba_avg,Cd2_avg,Fe2714_avg,K4047_avg,Se_avg,Si_avg,Sr_avg,Ti_avg,V_avg,Y_avg,BJH_Pore_Vol_(cc/g),DFT_Pore_Vol_(cc/g),Decomposition_36_month_perc_remaining,,,,
MIR100,Yard Waste Summer / Grass 500°C,annual,,#DIV/0!,#DIV/0!,9.545,6660,0.534552258,0.049491363,10.80092003,0.254571993,0.597910243,0.384457677,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,20621.50216,61285.65072,6180.174949,2726.574883,,500,0.3725,0.03837188,0.10788,0.802103271,0.745428007,0.391358135,#DIV/0!,#DIV/0!,0.000151781,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1117.259218,455.3794527,669.196656,24696.40977,#DIV/0!,12.59587256,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,9.01,11964.8777,6267.539445,1557.276385,359.9724439,150.1782279,37.85692286,4.074063255,16.62058651,3.964988242,3.799444911,0.696641881,0.72300704,1.012575646,1.806266777,1255.985571,41.36464457,1.024193238,1524.756307,61550.77378,2.817747949,399.7377758,36.17739145,12.76240348,1.917706021,0.387994231,#DIV/0!,#DIV/0!,,,,,
MIR101,Yard Waste Winter / Brush 500°C,woody,,#DIV/0!,#DIV/0!,8.195,124.9,0.839820599,0.0013778,609.5374707,0.01763208,0.581714542,0.400653378,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,7564.375434,870.1784002,441.4040684,367.8853024,,500,0.267007198,0.025392496,-0.00588,0.592155475,0.98236792,0.407844525,#DIV/0!,#DIV/0!,5.05207E-05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,89.01910568,18.48266002,40.35834623,9059.132256,#DIV/0!,710.8335476,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8.705,132.4700374,112.2474089,93.91723487,141.7110628,59.42646495,3.438381254,-1.388213842,2.026126745,0.818102475,0.218220819,0.731669019,0.227263365,0.098200656,-3.768914903,100.0723113,68.70781742,0.107491836,93.57985165,1027.463203,-0.469717196,16.22431,30.71528921,11.96254035,0.293389037,-0.030388674,#DIV/0!,#DIV/0!,,,,,
,Chinese Bamboo 400°C No. 005,,,,,#DIV/0!,#DIV/0!,0.664,0.0077,86.23376623,,,,201.93,201.93,201.93,201.93,201.93,,,,,,,400,,,,#DIV/0!,,,#DIV/0!,#DIV/0!,0.000424264,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,#DIV/0!,100.5645377,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR067,Chinese Bamboo 400°C No. 006,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,400,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
,Chinese Bamboo 450°C No. 005,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.6655,0.0077,86.42857143,#DIV/0!,#DIV/0!,#DIV/0!,407.27,407.27,407.27,407.27,407.27,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,450,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.000141421,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,100.7917167,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
MIR102,Chinese Bamboo 450°C No. 006,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,450,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
,Chinese Bamboo 500°C No. 005,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.6048,0.0055,109.9636364,#DIV/0!,#DIV/0!,#DIV/0!,402.35,402.35,402.35,402.35,402.35,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,500,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.000141421,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,128.2379599,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
MIR103,Chinese Bamboo 500°C No. 006,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,500,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
,Chinese Bamboo 550°C No. 005,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.60545,0.0051,118.7156863,#DIV/0!,#DIV/0!,#DIV/0!,380.94,380.94,380.94,380.94,380.94,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,550,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,138.4444706,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
MIR104,Chinese Bamboo 550°C No. 006,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,550,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
,Chinese Bamboo 600°C No. 005,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.7041,0.00505,139.4257426,#DIV/0!,#DIV/0!,#DIV/0!,376.96,376.96,376.96,376.96,376.96,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,600,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,7.07107E-05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,162.5962307,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
MIR105,Chinese Bamboo 600°C No. 006,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.7072,0.0051,138.6666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,600,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,161.7110077,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
,Bull Manure w/ Sawdust 060°C,cow,,FCN(COMPARISON!COLUMN1135:COLUMN1144)OPERATORNUMBER,FCN(COMPARISON!COLUMN1135:COLUMN1144)OPERATORNUMBER,FCN(COMPARISON!BX1135:BX1144)OPERATORNUMBER,FCN(COMPARISON!CB1135:CB1144)OPERATORNUMBER,0.43817063,0.005767666,75.97018684,0.053449043,0.102111958,0.844439,FCN(COMPARISON!CB1135:CB1144)OPERATORNUMBER,FCN(COMPARISON!CB1135:CB1144)OPERATORNUMBER,FCN(COMPARISON!CB1135:CB1144)OPERATORNUMBER,FCN(COMPARISON!CB1135:CB1144)OPERATORNUMBER,FCN(COMPARISON!CB1135:CB1144)OPERATORNUMBER,,3883.005156,9533.44923,1835.526587,1805.891096,,60,,0.000746099,#DIV/0!,0.10787793,0.946550957,0.89212207,0.432190544,0.005980087,0.000389428,0.057585619,0.445027043,0.444853872,0.052762143,0.420933526,0.421106696,99.10186255,45.19552425,28.87293605,4650.305577,74.9333572,88.59530385,1.566016506,0.76237064,1.587684991,0.772919326,0.772618565,0.091636858,0.731073903,0.731374664,FCN(COMPARISON!CA1135:CA1144)OPERATORNUMBER,1142.007856,570.4488395,67.18972826,23.33420612,65.81288329,13.92915094,-2.199234534,6.310505211,-0.591904065,1.664445761,0.962206595,-3.209016699,-0.349421363,-14.8603105,111.4070105,30.72023082,-0.654512741,75.93338761,5716.89373,-6.676094014,39.67319613,21.77761942,6.835784933,0.718234208,0.310490847,FCN(COMPARISON!COLUMN1135:COLUMN1144)OPERATORNUMBER,FCN(COMPARISON!COLUMN1135:COLUMN1144)OPERATORNUMBER,52.93671787,2.990824955,,,
,Corn Stover 060°C,annual,,FCN(COMPARISON!COLUMN1145:COLUMN1154)OPERATORNUMBER,FCN(COMPARISON!COLUMN1145:COLUMN1154)OPERATORNUMBER,FCN(COMPARISON!BX1145:BX1154)OPERATORNUMBER,FCN(COMPARISON!CB1145:CB1154)OPERATORNUMBER,0.426220179,0.005289393,80.58017219,0.089691752,0.05823866,0.852069589,FCN(COMPARISON!CB1145:CB1154)OPERATORNUMBER,FCN(COMPARISON!CB1145:CB1154)OPERATORNUMBER,FCN(COMPARISON!CB1145:CB1154)OPERATORNUMBER,FCN(COMPARISON!CB1145:CB1154)OPERATORNUMBER,FCN(COMPARISON!CB1145:CB1154)OPERATORNUMBER,,4929.322087,7986.756231,3565.46258,467.5332647,,60,,0.000816868,#DIV/0!,0.063976856,0.910308248,0.936023144,0.433654805,-0.007434625,0.000236067,0.055965742,0.422832934,0.422204172,0.0494336,0.451942673,0.452571435,354.8139035,163.6890427,110.2596152,5903.379745,81.98574472,93.97140032,1.564637807,0.744659654,1.537813486,0.731893128,0.730804786,0.085565974,0.782279972,0.783368315,FCN(COMPARISON!CA1145:CA1154)OPERATORNUMBER,526.0903207,432.9951722,256.5833129,56.05818113,59.4185058,6.448011822,-2.495189189,-13.58342464,-0.703997725,1.689056799,0.658774915,-3.534958565,-0.424015928,-5.665574128,398.8699631,22.63128519,-0.889730457,272.3570861,3420.8925,-10.08267282,143.6882878,14.33390513,4.122836092,1.304717233,0.396218709,FCN(COMPARISON!COLUMN1145:COLUMN1154)OPERATORNUMBER,FCN(COMPARISON!COLUMN1145:COLUMN1154)OPERATORNUMBER,17.91066597,1.299313934,,,
,Dairy Manure w/ Rice Hulls 060°C,cow,,FCN(COMPARISON!COLUMN1155:COLUMN1164)OPERATORNUMBER,FCN(COMPARISON!COLUMN1155:COLUMN1164)OPERATORNUMBER,FCN(COMPARISON!BX1155:BX1164)OPERATORNUMBER,FCN(COMPARISON!CB1155:CB1164)OPERATORNUMBER,0.431037276,0.009177697,46.96573638,0.056447872,0.134897489,0.808654639,FCN(COMPARISON!CB1155:CB1164)OPERATORNUMBER,FCN(COMPARISON!CB1155:CB1164)OPERATORNUMBER,FCN(COMPARISON!CB1155:CB1164)OPERATORNUMBER,FCN(COMPARISON!CB1155:CB1164)OPERATORNUMBER,FCN(COMPARISON!CB1155:CB1164)OPERATORNUMBER,,5437.298985,3860.829624,1800.964024,1617.627761,,60,,0.000825211,#DIV/0!,0.142967712,0.943552128,0.857032288,0.445305003,-0.014267726,0.000980624,0.058527289,0.444809867,0.444616439,0.051822126,0.501687344,0.501880772,56.12486993,94.63304463,42.66961768,6511.735312,48.52034501,54.7707444,1.617965061,0.774609122,1.566124901,0.749790378,0.749464328,0.087353574,0.845665467,0.845991516,FCN(COMPARISON!CA1155:CA1164)OPERATORNUMBER,762.101039,1044.694234,99.29575614,14.95996126,56.39055517,164.3505689,-1.830213073,-2.004274559,0.755253341,1.365014337,0.871901766,-4.925386338,-0.311294091,-9.285929708,63.09370794,4.416124144,-0.454538457,104.9647773,1486.395924,-9.488054871,83.07006949,21.51050902,7.446231882,0.647555646,0.039528158,FCN(COMPARISON!COLUMN1155:COLUMN1164)OPERATORNUMBER,FCN(COMPARISON!COLUMN1155:COLUMN1164)OPERATORNUMBER,43.96158515,3.642157791,,,
,Hazelnut Shells 060°C,woody,,FCN(COMPARISON!COLUMN1185:COLUMN1194)OPERATORNUMBER,FCN(COMPARISON!COLUMN1185:COLUMN1194)OPERATORNUMBER,FCN(COMPARISON!BX1185:BX1194)OPERATORNUMBER,FCN(COMPARISON!CB1185:CB1194)OPERATORNUMBER,0.46018698,0.002132274,215.8198276,0.026738018,0.149729161,0.823532822,FCN(COMPARISON!CB1185:CB1194)OPERATORNUMBER,FCN(COMPARISON!CB1185:CB1194)OPERATORNUMBER,FCN(COMPARISON!CB1185:CB1194)OPERATORNUMBER,FCN(COMPARISON!CB1185:CB1194)OPERATORNUMBER,FCN(COMPARISON!CB1185:CB1194)OPERATORNUMBER,,1255.257702,1619.44771,230.471149,388.4864796,,60,,0.000796268,#DIV/0!,0.153842607,0.973261982,0.846157393,0.487365897,-0.027178918,0.000589365,0.055720674,0.455222055,0.455197707,0.054193023,0.563913377,0.563937725,26.92210671,-15.43425836,12.86014591,1503.302637,228.5662754,251.6858784,1.442804854,0.74252656,1.362344005,0.701118107,0.701080607,0.08346632,0.868520923,0.868558423,FCN(COMPARISON!CA1185:CA1194)OPERATORNUMBER,88.15492141,73.05511792,29.92663121,4.712507481,5.454924752,2.656412484,-2.769096041,-8.757979702,-0.713167015,1.328018661,0.310320041,-4.201568739,-0.446079379,-8.794055106,30.26493496,7.889210159,-0.71356155,38.61667783,-1295.545109,-5.427815766,-13.54838492,10.07531948,2.031713793,0.391028825,-0.025597068,FCN(COMPARISON!COLUMN1185:COLUMN1194)OPERATORNUMBER,FCN(COMPARISON!COLUMN1185:COLUMN1194)OPERATORNUMBER,,,,,
,Pine 060°C,woody,,FCN(COMPARISON!COLUMN1205:COLUMN1214)OPERATORNUMBER,FCN(COMPARISON!COLUMN1205:COLUMN1214)OPERATORNUMBER,FCN(COMPARISON!BX1205:BX1214)OPERATORNUMBER,FCN(COMPARISON!CB1205:CB1214)OPERATORNUMBER,0.452787036,0.000474633,953.9728141,0.018338686,0.083241775,0.898419539,FCN(COMPARISON!CB1205:CB1214)OPERATORNUMBER,FCN(COMPARISON!CB1205:CB1214)OPERATORNUMBER,FCN(COMPARISON!CB1205:CB1214)OPERATORNUMBER,FCN(COMPARISON!CB1205:CB1214)OPERATORNUMBER,FCN(COMPARISON!CB1205:CB1214)OPERATORNUMBER,,1479.532364,195.6942172,142.5757225,119.1734817,,60,,0.000782776,#DIV/0!,0.084796838,0.981661314,0.915203162,0.470246249,-0.017459213,0.000137696,0.056959036,0.471440609,0.471329107,0.055075638,0.541165958,0.54127746,69.97034309,-12.75788599,54.28986318,1771.895047,990.7574678,1112.508931,1.498974369,0.781548673,1.443320736,0.752531483,0.752353499,0.087913835,0.863829745,0.864007729,FCN(COMPARISON!CA1205:CA1214)OPERATORNUMBER,-21.864946,307.5471945,126.3370358,27.73760008,45.60485161,131.1937055,-1.784150151,-16.05603955,1.371800855,1.692136665,0.033984733,-4.497097367,0.741117606,11.79962551,78.65832736,21.80315353,0.658220236,135.9282273,-1686.405814,-5.399125671,-11.1990318,9.744694777,3.117830591,0.175222942,0.039488493,FCN(COMPARISON!COLUMN1205:COLUMN1214)OPERATORNUMBER,FCN(COMPARISON!COLUMN1205:COLUMN1214)OPERATORNUMBER,83.24995011,7.015425013,,,
,Poultry w/ Sawdust 060°C,ash,,FCN(COMPARISON!COLUMN1215:COLUMN1224)OPERATORNUMBER,FCN(COMPARISON!COLUMN1215:COLUMN1224)OPERATORNUMBER,FCN(COMPARISON!BX1215:BX1224)OPERATORNUMBER,FCN(COMPARISON!CB1215:CB1224)OPERATORNUMBER,0.2452403,0.020812937,11.78307051,0.36347857,0.031436628,0.605084802,FCN(COMPARISON!CB1215:CB1224)OPERATORNUMBER,FCN(COMPARISON!CB1215:CB1224)OPERATORNUMBER,FCN(COMPARISON!CB1215:CB1224)OPERATORNUMBER,FCN(COMPARISON!CB1215:CB1224)OPERATORNUMBER,FCN(COMPARISON!CB1215:CB1224)OPERATORNUMBER,,153209.0887,24052.65861,6062.60327,3778.199245,,60,,0.000430606,#DIV/0!,0.04938817,0.63652143,0.95061183,0.252718273,-0.007477973,0.002125605,0.031267962,0.339200232,0.337879579,-0.153536629,0.367791472,0.369112124,844.2768158,58.85847458,417.5167299,183483.9386,12.14236499,13.74124187,1.519264182,1.038215065,1.474308917,1.007494119,1.003571512,-0.456035214,1.092415956,1.096338563,FCN(COMPARISON!CA1215:CA1224)OPERATORNUMBER,16684.45884,3425.506571,971.5962236,282.2759203,359.1184087,53.89870474,-16.25319398,-76.76154758,0.844009037,18.22300718,2.585905854,-47.39684826,-2.045669894,-92.29549717,949.1078537,23.40059506,-5.681789127,1036.98768,464.63803,-76.72337092,51.66670471,282.7166624,36.44651532,9.823315331,1.596598775,FCN(COMPARISON!COLUMN1215:COLUMN1224)OPERATORNUMBER,FCN(COMPARISON!COLUMN1215:COLUMN1224)OPERATORNUMBER,42.63404189,17.28276686,,,
,Oak 060°C,woody,,FCN(COMPARISON!COLUMN1225:COLUMN1234)OPERATORNUMBER,FCN(COMPARISON!COLUMN1225:COLUMN1234)OPERATORNUMBER,FCN(COMPARISON!BX1225:BX1234)OPERATORNUMBER,FCN(COMPARISON!CB1225:CB1234)OPERATORNUMBER,0.470539044,0.00091295,515.4049303,0.019954328,0.093908747,0.886136925,FCN(COMPARISON!CB1225:CB1234)OPERATORNUMBER,FCN(COMPARISON!CB1225:CB1234)OPERATORNUMBER,FCN(COMPARISON!CB1225:CB1234)OPERATORNUMBER,FCN(COMPARISON!CB1225:CB1234)OPERATORNUMBER,FCN(COMPARISON!CB1225:CB1234)OPERATORNUMBER,,587.3373798,251.2924535,62.74005506,221.8611047,,60,,0.00063726,#DIV/0!,0.095820787,0.980045672,0.904179213,0.454616847,0.015922196,0.000218068,0.058476873,0.450116805,0.45011638,0.05777305,0.386427595,0.38642802,19.68189829,-36.54704167,17.29027863,703.3980596,497.9645529,601.0575768,1.480860123,0.718046528,1.532724777,0.74319491,0.743194208,0.095389988,0.638036656,0.638037358,FCN(COMPARISON!CA1225:CA1234)OPERATORNUMBER,-27.97896805,10.03306507,40.23591923,7.202243177,47.36982188,106.3687172,-0.74220782,-18.5099725,-0.368271956,0.633106412,0.266770241,-2.819832304,-0.268476179,-1.417140437,22.12573399,12.73238094,-0.60745145,42.30606335,-1844.105164,-7.513697723,-32.08145001,4.030423567,-0.353520224,0.138777365,0.015795545,FCN(COMPARISON!COLUMN1225:COLUMN1234)OPERATORNUMBER,FCN(COMPARISON!COLUMN1225:COLUMN1234)OPERATORNUMBER,74.06405749,11.135185,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
